-1.5512300e-22 -8.5010095e-22 -2.2860921e-22 -8.1191600e-24 3.5811821e-22 1.4514548e-22 4.3482720e-22 2.2451936e-22 5.2835137e-22 1.7944514e-22 2.3602827e-22 -4.8110822e-22 -1.8513067e-22 -2.0428156e-22 6.9475997e-22 -3.9624736e-23
4.0712023e-22 -1.7851252e-22 5.5642881e-22 3.7669052e-22 1.8279456e-22 -6.2588653e-22 -5.3617462e-23 -3.9247650e-22 -4.8355129e-22 7.0513354e-23 9.5300062e-22 9.2331118e-22 6.2050577e-22 5.5927562e-23 -4.0432610e-22 1.0440644e-22
-5.0472941e-02 1.3128644e-01 -1.1064464e-01 2.2262278e-01 -1.2868348e+00 -5.5682328e-02 -3.0157994e-02 3.3042293e-02 1.4231795e-01 1.5996528e-01 -2.8270975e-01 2.2551350e-02 -9.2248164e-02 5.2133664e-02 -5.6315422e-02 -1.3923412e-02
1.3400505e-02 2.8461939e-01 -1.9900310e-01 -4.4687819e-01 -1.7216880e-02 2.1442050e-01 3.7184175e-02 2.5977844e-01 2.0383558e-01 1.8992287e-01 3.9216214e-01 1.7168748e-01 -1.5586092e-02 -2.8894317e-01 -1.1933876e-01 2.0657516e-01
-1.3401891e-06 6.2480476e-06 1.2702272e-05 7.9083893e-06 -2.6502496e-05 -3.2714013e-06 -2.3971981e-05 -6.4825974e-05 -3.9445124e-05 -2.2286171e-05 1.8992314e-05 -7.5554385e-06 1.5774329e-05 2.0930476e-05 3.4670949e-05 -3.5565248e-05
1.8379082e-01 8.1224516e-02 3.5484111e-01 -2.5810185e-01 1.8469846e-02 3.4516910e-01 -8.2399689e-02 1.6888213e-01 9.9375889e-02 7.2360180e-02 -2.9006889e-01 7.5433761e-02 6.0538536e-01 3.6257777e-01 2.1079096e-01 1.1491723e-01
8.7150680e-03 2.0530200e-02 -7.6972142e-02 -2.8943494e-02 1.2887454e-02 -7.1727142e-02 3.7152439e-02 3.9393947e-02 -2.4393307e-02 2.7773667e-02 2.7771845e-02 1.9764154e-01 3.0733161e-02 9.7219557e-02 4.4941716e-02 -3.0411300e-01
2.3695691e-21 -4.8983495e-21 -3.6171808e-21 3.4107068e-21 -1.4467720e-21 2.8859988e-21 -1.7101192e-21 -6.3514817e-21 1.9528304e-21 1.9111097e-21 1.0766435e-21 2.4867465e-21 -1.2663485e-21 3.8563718e-21 -2.4664171e-21 2.0438066e-21
-2.1073041e-02 -4.3944668e-02 2.3912245e-03 1.2068245e-02 -3.5170656e-02 -5.0051082e-03 6.3577974e-03 -1.0502777e-01 1.0883196e-01 -1.3174628e-02 1.6014526e-02 -1.1279390e-02 1.0101524e-02 2.7241940e-03 1.2199618e-02 1.8570809e-02
5.5468157e-02 -1.1277211e-01 -1.4484702e-02 1.3009527e-03 6.3287556e-02 3.6408961e-02 -5.2759070e-02 -9.2061061e-01 9.6514833e-01 1.2741689e-01 1.0705787e-01 5.6511398e-02 5.0725732e-02 -1.6184870e-02 1.3063057e-01 3.6152218e-02
